Device Name,Time,Frequency,Today kWh,Today Cost,Month kWh,Month Cost,tCO2,Energy kWh,Line Voltage,Line Voltage,Power Factor,Average Power
II Year B-Wing,"Aug 31 2025, 23:00:00",50.00,0.79,7.90,229.14,2291.40,0.17,5911520.00,241.62,0.15,-0.99,0.04
II Year B-Wing,"Aug 31 2025, 22:00:00",50.00,0.75,7.50,229.10,2291.00,0.17,5911480.00,239.98,0.15,-0.99,0.03
II Year B-Wing,"Aug 31 2025, 21:00:00",49.96,0.72,7.20,229.07,2290.70,0.17,5911450.00,240.98,0.15,-0.99,0.04
II Year B-Wing,"Aug 31 2025, 20:00:00",50.04,0.68,6.80,229.03,2290.30,0.17,5911410.00,239.08,0.15,-0.99,0.04
II Year B-Wing,"Aug 31 2025, 19:00:00",50.11,0.65,6.50,229.00,2290.00,0.17,5911380.00,239.79,0.15,-1.00,0.04
II Year B-Wing,"Aug 31 2025, 18:00:00",50.03,0.61,6.10,228.96,2289.60,0.17,5911340.00,242.50,0.15,-1.00,0.04
II Year B-Wing,"Aug 31 2025, 17:00:00",49.91,0.58,5.80,228.93,2289.30,0.17,5911310.00,242.31,0.15,-1.00,0.04
II Year B-Wing,"Aug 31 2025, 16:00:00",49.96,0.54,5.40,228.89,2288.90,0.17,5911270.00,243.00,0.15,-0.99,0.04
II Year B-Wing,"Aug 31 2025, 15:00:00",49.99,0.51,5.10,228.86,2288.60,0.17,5911240.00,241.19,0.14,-0.99,0.04
II Year B-Wing,"Aug 31 2025, 14:00:00",50.16,0.47,4.70,228.82,2288.20,0.17,5911200.00,243.24,0.15,-0.99,0.04
II Year B-Wing,"Aug 31 2025, 13:00:00",50.26,0.44,4.40,228.79,2287.90,0.17,5911170.00,242.39,0.14,-0.99,0.03
II Year B-Wing,"Aug 31 2025, 12:00:00",50.09,0.40,4.00,228.75,2287.50,0.17,5911130.00,243.42,0.14,-0.99,0.04
II Year B-Wing,"Aug 31 2025, 11:00:00",50.06,0.37,3.70,228.72,2287.20,0.17,5911100.00,241.98,0.15,-0.99,0.04
II Year B-Wing,"Aug 31 2025, 10:00:00",50.05,0.33,3.30,228.68,2286.80,0.17,5911060.00,241.31,0.15,-0.99,0.04
II Year B-Wing,"Aug 31 2025, 09:00:00",50.02,0.30,3.00,228.65,2286.50,0.17,5911030.00,242.60,0.15,-1.00,0.04
II Year B-Wing,"Aug 31 2025, 08:00:00",50.06,0.26,2.60,228.61,2286.10,0.17,5910990.00,242.10,0.15,-0.99,0.04
II Year B-Wing,"Aug 31 2025, 06:00:00",50.03,0.19,1.90,228.54,2285.40,0.17,5910920.00,242.14,0.15,-0.99,0.04
II Year B-Wing,"Aug 31 2025, 05:00:00",50.02,0.15,1.50,228.50,2285.00,0.17,5910880.00,240.84,0.15,-0.99,0.04
II Year B-Wing,"Aug 31 2025, 04:00:00",50.00,0.12,1.20,228.47,2284.70,0.17,5910850.00,244.43,0.15,-0.99,0.04
II Year B-Wing,"Aug 31 2025, 03:00:00",50.01,0.08,0.80,228.43,2284.30,0.17,5910810.00,243.57,0.16,-0.99,0.04
II Year B-Wing,"Aug 31 2025, 02:00:00",50.06,0.05,0.50,228.40,2284.00,0.17,5910780.00,242.75,0.15,-0.99,0.04
II Year B-Wing,"Aug 31 2025, 01:00:00",50.00,0.03,0.30,228.38,2283.80,0.17,5910760.00,237.95,0.14,-0.99,0.03
II Year B-Wing,"Aug 31 2025, 00:00:00",50.01,33.57,335.70,261.85,2618.50,0.20,5910730.00,240.75,0.14,-0.99,0.03
II Year B-Wing,"Aug 30 2025, 23:00:00",50.02,9.78,97.80,228.32,2283.20,0.17,5910700.00,243.09,0.15,-1.00,0.04
II Year B-Wing,"Aug 30 2025, 21:00:00",50.03,9.71,97.10,228.25,2282.50,0.17,5910630.00,238.82,0.15,-0.99,0.04
II Year B-Wing,"Aug 30 2025, 20:00:00",50.04,9.68,96.80,228.22,2282.20,0.17,5910600.00,242.71,0.15,-1.00,0.04
II Year B-Wing,"Aug 30 2025, 19:00:00",50.04,9.64,96.40,228.18,2281.80,0.17,5910560.00,244.62,0.15,-1.00,0.04
II Year B-Wing,"Aug 30 2025, 18:00:00",49.96,9.60,96.00,228.14,2281.40,0.17,5910520.00,243.12,0.14,-0.99,0.04
II Year B-Wing,"Aug 30 2025, 17:00:00",49.87,9.53,95.30,228.07,2280.70,0.17,5910450.00,239.76,2.46,-0.99,0.58
II Year B-Wing,"Aug 30 2025, 16:00:00",50.06,8.95,89.50,227.49,2274.90,0.17,5909870.00,236.39,2.46,-0.99,0.57
II Year B-Wing,"Aug 30 2025, 15:00:00",50.09,8.40,84.00,226.94,2269.40,0.17,5909320.00,241.07,2.96,-1.00,0.71
II Year B-Wing,"Aug 30 2025, 14:00:00",50.09,7.49,74.90,226.03,2260.30,0.17,5908410.00,236.52,4.97,-1.00,1.17
II Year B-Wing,"Aug 30 2025, 13:00:00",50.24,6.28,62.80,224.82,2248.20,0.17,5907200.00,239.96,2.83,-1.00,0.67
II Year B-Wing,"Aug 30 2025, 12:00:00",49.99,5.24,52.40,223.78,2237.80,0.17,5906160.00,239.23,3.68,-1.00,0.87
II Year B-Wing,"Aug 30 2025, 11:00:00",49.99,4.20,42.00,222.74,2227.40,0.17,5905120.00,236.70,4.17,-1.00,0.98
II Year B-Wing,"Aug 30 2025, 10:00:00",50.03,3.15,31.50,221.69,2216.90,0.17,5904070.00,238.00,5.51,-1.00,1.30
II Year B-Wing,"Aug 30 2025, 09:00:00",50.00,1.72,17.20,220.26,2202.60,0.17,5902640.00,235.53,6.39,-1.00,1.50
II Year B-Wing,"Aug 30 2025, 08:00:00",50.03,0.43,4.30,218.97,2189.70,0.16,5901350.00,237.31,5.89,-1.00,1.39
II Year B-Wing,"Aug 30 2025, 07:00:00",50.00,0.25,2.50,218.79,2187.90,0.16,5901170.00,240.02,0.15,-1.00,0.04
II Year B-Wing,"Aug 30 2025, 06:00:00",50.03,0.22,2.20,218.76,2187.60,0.16,5901140.00,238.78,0.15,-1.00,0.04
II Year B-Wing,"Aug 30 2025, 05:00:00",50.05,0.18,1.80,218.72,2187.20,0.16,5901100.00,241.93,0.15,-0.99,0.04
II Year B-Wing,"Aug 30 2025, 04:00:00",49.99,0.14,1.40,218.68,2186.80,0.16,5901060.00,243.15,0.15,-1.00,0.04
II Year B-Wing,"Aug 30 2025, 03:00:00",50.00,0.11,1.10,218.65,2186.50,0.16,5901030.00,242.83,0.15,-0.99,0.04
II Year B-Wing,"Aug 30 2025, 02:00:00",50.00,0.07,0.70,218.61,2186.10,0.16,5900990.00,243.35,0.15,-0.99,0.04
II Year B-Wing,"Aug 30 2025, 01:00:00",50.03,0.04,0.40,218.58,2185.80,0.16,5900960.00,243.44,0.15,-0.99,0.03
II Year B-Wing,"Aug 30 2025, 00:00:00",50.06,23.76,237.60,242.23,2422.30,0.18,5900920.00,242.38,0.15,-0.99,0.04
II Year B-Wing,"Aug 29 2025, 22:00:00",50.02,11.71,117.10,218.47,2184.70,0.16,5900850.00,237.88,0.15,-0.99,0.04
II Year B-Wing,"Aug 29 2025, 21:00:00",50.04,11.68,116.80,218.44,2184.40,0.16,5900820.00,234.39,0.15,-0.99,0.04
II Year B-Wing,"Aug 29 2025, 20:00:00",50.10,11.58,115.80,218.34,2183.40,0.16,5900720.00,241.73,0.70,0.61,0.10
II Year B-Wing,"Aug 29 2025, 19:00:00",49.87,11.48,114.80,218.24,2182.40,0.16,5900620.00,240.70,0.70,0.61,0.10
II Year B-Wing,"Aug 29 2025, 18:00:00",50.08,11.41,114.10,218.17,2181.70,0.16,5900550.00,239.82,0.16,-0.99,0.04
II Year B-Wing,"Aug 29 2025, 17:00:00",50.07,11.26,112.60,218.02,2180.20,0.16,5900400.00,239.86,1.01,-0.99,0.23
II Year B-Wing,"Aug 29 2025, 16:00:00",50.07,11.01,110.10,217.77,2177.70,0.16,5900150.00,238.22,1.60,-0.99,0.38
II Year B-Wing,"Aug 29 2025, 15:00:00",49.79,10.11,101.10,216.87,2168.70,0.16,5899250.00,238.52,6.60,-1.00,1.56
II Year B-Wing,"Aug 29 2025, 14:00:00",50.07,8.61,86.10,215.37,2153.70,0.16,5897750.00,234.39,6.27,-1.00,1.46
II Year B-Wing,"Aug 29 2025, 13:00:00",50.27,7.18,71.80,213.94,2139.40,0.16,5896320.00,241.65,5.91,-1.00,1.42
II Year B-Wing,"Aug 29 2025, 12:00:00",50.18,5.83,58.30,212.59,2125.90,0.16,5894970.00,241.32,5.32,-1.00,1.27
II Year B-Wing,"Aug 29 2025, 11:00:00",50.00,4.50,45.00,211.26,2112.60,0.16,5893640.00,238.95,5.51,-1.00,1.31
II Year B-Wing,"Aug 29 2025, 10:00:00",50.11,3.21,32.10,209.97,2099.70,0.16,5892350.00,238.12,5.88,-1.00,1.39
II Year B-Wing,"Aug 29 2025, 08:00:00",50.07,0.52,5.20,207.28,2072.80,0.16,5889660.00,237.78,5.11,-1.00,1.21
II Year B-Wing,"Aug 29 2025, 07:00:00",50.00,0.25,2.50,207.01,2070.10,0.16,5889390.00,240.67,0.15,-1.00,0.04
II Year B-Wing,"Aug 29 2025, 06:00:00",50.05,0.21,2.10,206.97,2069.70,0.16,5889350.00,237.79,0.16,-0.99,0.04
II Year B-Wing,"Aug 29 2025, 05:00:00",49.99,0.18,1.80,206.94,2069.40,0.16,5889320.00,239.87,0.15,-1.00,0.04
II Year B-Wing,"Aug 29 2025, 04:00:00",50.01,0.15,1.50,206.91,2069.10,0.16,5889290.00,240.55,0.15,-0.99,0.04
II Year B-Wing,"Aug 29 2025, 03:00:00",50.02,0.11,1.10,206.87,2068.70,0.16,5889250.00,241.25,0.15,-0.99,0.04
II Year B-Wing,"Aug 29 2025, 02:00:00",49.98,0.08,0.80,206.84,2068.40,0.16,5889220.00,241.27,0.15,-0.99,0.03
II Year B-Wing,"Aug 29 2025, 01:00:00",50.03,0.04,0.40,206.80,2068.00,0.16,5889180.00,241.15,0.15,-0.99,0.04
II Year B-Wing,"Aug 29 2025, 00:00:00",49.97,0.01,0.10,206.77,2067.70,0.16,5889150.00,239.24,0.15,-1.00,0.04
II Year B-Wing,"Aug 28 2025, 22:00:00",50.06,10.46,104.60,206.69,2066.90,0.16,5889070.00,239.01,0.15,-0.99,0.04
II Year B-Wing,"Aug 28 2025, 21:00:00",50.02,10.43,104.30,206.66,2066.60,0.15,5889040.00,239.93,0.15,-0.99,0.04
II Year B-Wing,"Aug 28 2025, 20:00:00",50.12,10.39,103.90,206.62,2066.20,0.15,5889000.00,241.99,0.15,-0.99,0.04
II Year B-Wing,"Aug 28 2025, 19:00:00",49.92,10.35,103.50,206.58,2065.80,0.15,5888960.00,241.42,0.15,-0.99,0.04
II Year B-Wing,"Aug 28 2025, 18:00:00",50.06,10.32,103.20,206.55,2065.50,0.15,5888930.00,241.34,0.15,-0.99,0.04
II Year B-Wing,"Aug 28 2025, 17:00:00",50.07,10.15,101.50,206.38,2063.80,0.15,5888760.00,240.91,1.01,-0.99,0.24
II Year B-Wing,"Aug 28 2025, 16:00:00",50.04,9.85,98.50,206.08,2060.80,0.15,5888460.00,239.18,1.52,-0.99,0.36
II Year B-Wing,"Aug 28 2025, 15:00:00",50.01,8.94,89.40,205.17,2051.70,0.15,5887550.00,234.06,3.08,-1.00,0.71
II Year B-Wing,"Aug 28 2025, 14:00:00",49.97,8.14,81.40,204.37,2043.70,0.15,5886750.00,237.09,3.66,-1.00,0.86
II Year B-Wing,"Aug 28 2025, 13:00:00",50.33,7.28,72.80,203.51,2035.10,0.15,5885890.00,241.52,5.46,-1.00,1.31
II Year B-Wing,"Aug 28 2025, 12:00:00",49.95,6.00,60.00,202.23,2022.30,0.15,5884610.00,239.75,6.12,-1.00,1.46
II Year B-Wing,"Aug 28 2025, 11:00:00",50.02,4.56,45.60,200.79,2007.90,0.15,5883170.00,238.43,6.10,-1.00,1.44
II Year B-Wing,"Aug 28 2025, 10:00:00",50.05,3.20,32.00,199.43,1994.30,0.15,5881810.00,237.06,5.79,-1.00,1.37
II Year B-Wing,"Aug 28 2025, 08:00:00",50.03,0.40,4.00,196.63,1966.30,0.15,5879010.00,237.04,4.65,-1.00,1.09
II Year B-Wing,"Aug 28 2025, 07:00:00",50.00,0.25,2.50,196.48,1964.80,0.15,5878860.00,241.00,0.15,-0.99,0.04
II Year B-Wing,"Aug 28 2025, 06:00:00",50.06,0.22,2.20,196.45,1964.50,0.15,5878830.00,241.36,0.15,-0.99,0.04
II Year B-Wing,"Aug 28 2025, 05:00:00",50.07,0.18,1.80,196.41,1964.10,0.15,5878790.00,243.66,0.14,-0.99,0.03
II Year B-Wing,"Aug 28 2025, 04:00:00",50.06,0.15,1.50,196.38,1963.80,0.15,5878760.00,244.18,0.14,-0.99,0.03
II Year B-Wing,"Aug 28 2025, 03:00:00",50.07,0.11,1.10,196.34,1963.40,0.15,5878720.00,244.16,0.14,-0.99,0.04
II Year B-Wing,"Aug 28 2025, 02:00:00",50.01,0.07,0.70,196.30,1963.00,0.15,5878680.00,242.38,0.15,-1.00,0.04
II Year B-Wing,"Aug 28 2025, 01:00:00",49.96,0.04,0.40,196.27,1962.70,0.15,5878650.00,242.84,0.15,-1.00,0.04
II Year B-Wing,"Aug 28 2025, 00:00:00",49.96,1.45,14.50,197.61,1976.10,0.15,5878610.00,243.75,0.15,-0.99,0.04
II Year B-Wing,"Aug 27 2025, 23:00:00",49.97,1.42,14.20,196.20,1962.00,0.15,5878580.00,243.15,0.14,-1.00,0.04
II Year B-Wing,"Aug 27 2025, 22:00:00",49.99,1.38,13.80,196.16,1961.60,0.15,5878540.00,240.48,0.15,-0.99,0.04
II Year B-Wing,"Aug 27 2025, 21:00:00",50.03,1.35,13.50,196.13,1961.30,0.15,5878510.00,238.86,0.15,-0.99,0.04
II Year B-Wing,"Aug 27 2025, 19:00:00",49.97,1.28,12.80,196.06,1960.60,0.15,5878440.00,238.31,0.15,-0.99,0.04
II Year B-Wing,"Aug 27 2025, 18:00:00",50.08,1.24,12.40,196.02,1960.20,0.15,5878400.00,240.46,0.14,-0.99,0.03
II Year B-Wing,"Aug 27 2025, 17:00:00",50.09,1.21,12.10,195.99,1959.90,0.15,5878370.00,241.52,0.15,-0.99,0.04
II Year B-Wing,"Aug 27 2025, 16:00:00",50.06,1.17,11.70,195.95,1959.50,0.15,5878330.00,240.94,0.15,-0.99,0.04
II Year B-Wing,"Aug 27 2025, 15:00:00",49.76,1.14,11.40,195.92,1959.20,0.15,5878300.00,239.34,0.15,-0.99,0.04
II Year B-Wing,"Aug 27 2025, 14:00:00",50.00,1.10,11.00,195.88,1958.80,0.15,5878260.00,242.92,0.15,-1.00,0.04
II Year B-Wing,"Aug 27 2025, 13:00:00",50.08,1.06,10.60,195.84,1958.40,0.15,5878220.00,244.02,0.15,-0.99,0.04
II Year B-Wing,"Aug 27 2025, 12:00:00",50.04,1.02,10.20,195.80,1958.00,0.15,5878180.00,243.17,0.15,-1.00,0.04
II Year B-Wing,"Aug 27 2025, 11:00:00",50.00,0.99,9.90,195.77,1957.70,0.15,5878150.00,244.73,0.15,-0.99,0.04
II Year B-Wing,"Aug 27 2025, 10:00:00",50.15,0.95,9.50,195.73,1957.30,0.15,5878110.00,243.72,0.15,-0.99,0.04
II Year B-Wing,"Aug 27 2025, 09:00:00",50.01,0.92,9.20,195.70,1957.00,0.15,5878080.00,240.57,0.15,-0.99,0.04
II Year B-Wing,"Aug 27 2025, 08:00:00",49.97,0.88,8.80,195.66,1956.60,0.15,5878040.00,240.63,0.15,-0.99,0.04
II Year B-Wing,"Aug 27 2025, 07:00:00",50.05,0.78,7.80,195.56,1955.60,0.15,5877940.00,239.77,0.46,-1.00,0.11
II Year B-Wing,"Aug 27 2025, 06:00:00",50.05,0.67,6.70,195.45,1954.50,0.15,5877830.00,242.17,0.46,-1.00,0.11
II Year B-Wing,"Aug 27 2025, 05:00:00",50.00,0.56,5.60,195.34,1953.40,0.15,5877720.00,243.34,0.46,-1.00,0.11
II Year B-Wing,"Aug 27 2025, 02:00:00",49.92,0.23,2.30,195.01,1950.10,0.15,5877390.00,244.21,0.46,-1.00,0.11
II Year B-Wing,"Aug 27 2025, 01:00:00",49.93,0.12,1.20,194.90,1949.00,0.15,5877280.00,244.94,0.46,-1.00,0.11
II Year B-Wing,"Aug 27 2025, 00:00:00",49.95,0.00,0.00,194.71,1947.10,0.15,5877160.00,241.86,0.46,-1.00,0.11
II Year B-Wing,"Aug 26 2025, 22:00:00",50.05,8.91,89.10,194.57,1945.70,0.15,5876950.00,240.63,0.47,-1.00,0.11
II Year B-Wing,"Aug 26 2025, 21:00:00",50.03,8.79,87.90,194.45,1944.50,0.15,5876830.00,239.30,0.47,-1.00,0.11
II Year B-Wing,"Aug 26 2025, 20:00:00",50.10,8.68,86.80,194.34,1943.40,0.15,5876720.00,243.60,0.46,-1.00,0.11
II Year B-Wing,"Aug 26 2025, 19:00:00",50.05,8.57,85.70,205.25,2052.50,0.15,5876610.00,240.79,0.47,-1.00,0.11
II Year B-Wing,"Aug 26 2025, 18:00:00",50.00,8.51,85.10,205.19,2051.90,0.15,5876550.00,241.75,0.15,-1.00,0.04
II Year B-Wing,"Aug 26 2025, 17:00:00",50.10,8.47,84.70,205.15,2051.50,0.15,5876510.00,244.47,0.15,-0.99,0.04
II Year B-Wing,"Aug 26 2025, 16:00:00",49.93,8.44,84.40,205.12,2051.20,0.15,5876480.00,240.10,0.15,-0.99,0.03
II Year B-Wing,"Aug 26 2025, 15:00:00",50.04,7.83,78.30,204.51,2045.10,0.15,5875870.00,236.27,3.75,-1.00,0.88
II Year B-Wing,"Aug 26 2025, 14:00:00",50.14,7.25,72.50,203.93,2039.30,0.15,5875290.00,237.47,2.40,-1.00,0.57
II Year B-Wing,"Aug 26 2025, 13:00:00",50.16,6.62,66.20,203.30,2033.00,0.15,5874660.00,240.15,5.55,-1.00,1.32
II Year B-Wing,"Aug 26 2025, 12:00:00",50.03,5.51,55.10,202.19,2021.90,0.15,5873550.00,239.74,5.59,-1.00,1.33
II Year B-Wing,"Aug 26 2025, 11:00:00",49.97,4.25,42.50,200.93,2009.30,0.15,5872290.00,238.04,4.98,-1.00,1.18
II Year B-Wing,"Aug 26 2025, 10:00:00",50.01,2.98,29.80,199.66,1996.60,0.15,5871020.00,240.97,5.56,-1.00,1.33
II Year B-Wing,"Aug 26 2025, 09:00:00",50.00,1.91,19.10,198.59,1985.90,0.15,5869950.00,237.61,3.63,-1.00,0.85
II Year B-Wing,"Aug 26 2025, 08:00:00",50.01,0.93,9.30,197.61,1976.10,0.15,5868970.00,235.84,5.39,-1.00,1.27
II Year B-Wing,"Aug 26 2025, 07:00:00",50.03,0.74,7.40,197.42,1974.20,0.15,5868780.00,239.39,0.15,-1.00,0.04
II Year B-Wing,"Aug 26 2025, 06:00:00",50.07,0.67,6.70,197.35,1973.50,0.15,5868710.00,239.41,0.46,-1.00,0.11
II Year B-Wing,"Aug 26 2025, 05:00:00",49.96,0.56,5.60,197.24,1972.40,0.15,5868600.00,240.53,0.46,-1.00,0.11
II Year B-Wing,"Aug 26 2025, 04:00:00",50.01,0.45,4.50,197.13,1971.30,0.15,5868490.00,242.36,0.46,-1.00,0.11
II Year B-Wing,"Aug 26 2025, 03:00:00",49.95,0.33,3.30,197.01,1970.10,0.15,5868370.00,240.58,0.47,-1.00,0.11
II Year B-Wing,"Aug 26 2025, 02:00:00",49.97,0.22,2.20,196.90,1969.00,0.15,5868260.00,242.84,0.46,-1.00,0.11
II Year B-Wing,"Aug 26 2025, 01:00:00",50.04,0.11,1.10,196.79,1967.90,0.15,5868150.00,242.35,0.46,-1.00,0.11
II Year B-Wing,"Aug 26 2025, 00:00:00",50.05,10.00,100.00,196.68,1966.80,0.15,5868040.00,241.54,0.46,-1.00,0.11
II Year B-Wing,"Aug 25 2025, 23:00:00",49.98,10.69,106.90,196.57,1965.70,0.15,5867930.00,241.60,0.46,-1.00,0.11
II Year B-Wing,"Aug 25 2025, 22:00:00",50.03,10.58,105.80,196.46,1964.60,0.15,5867820.00,239.17,0.46,-1.00,0.11
II Year B-Wing,"Aug 25 2025, 21:00:00",49.98,10.47,104.70,196.35,1963.50,0.15,5867710.00,235.50,0.47,-1.00,0.11
II Year B-Wing,"Aug 25 2025, 20:00:00",50.05,10.35,103.50,196.23,1962.30,0.15,5867590.00,239.20,0.47,-1.00,0.11
II Year B-Wing,"Aug 25 2025, 18:00:00",50.09,9.83,98.30,195.71,1957.10,0.15,5867070.00,242.53,1.92,0.52,0.24
II Year B-Wing,"Aug 25 2025, 17:00:00",50.00,9.79,97.90,195.67,1956.70,0.15,5867030.00,240.65,0.15,-0.99,0.04
II Year B-Wing,"Aug 25 2025, 16:00:00",49.97,9.75,97.50,195.63,1956.30,0.15,5866990.00,240.19,0.38,-1.00,0.09
II Year B-Wing,"Aug 25 2025, 15:00:00",50.29,8.93,89.30,194.81,1948.10,0.15,5866170.00,238.04,5.60,-1.00,1.33
II Year B-Wing,"Aug 25 2025, 14:00:00",50.10,7.62,76.20,193.50,1935.00,0.15,5864860.00,242.50,5.55,-1.00,1.34
II Year B-Wing,"Aug 25 2025, 13:00:00",50.10,6.33,63.30,192.21,1922.10,0.14,5863570.00,236.20,5.02,-1.00,1.18
II Year B-Wing,"Aug 25 2025, 12:00:00",50.12,5.28,52.80,191.16,1911.60,0.14,5862520.00,236.52,4.98,-1.00,1.17
II Year B-Wing,"Aug 25 2025, 11:00:00",50.06,4.15,41.50,190.03,1900.30,0.14,5861390.00,237.81,4.10,-1.00,0.97
II Year B-Wing,"Aug 25 2025, 10:00:00",50.03,3.20,32.00,189.08,1890.80,0.14,5860440.00,237.98,3.49,-1.00,0.83
II Year B-Wing,"Aug 25 2025, 09:00:00",50.02,2.03,20.30,187.91,1879.10,0.14,5859270.00,237.12,5.63,-1.00,1.33
II Year B-Wing,"Aug 25 2025, 08:00:00",50.14,1.13,11.30,187.01,1870.10,0.14,5858370.00,237.45,2.61,-0.99,0.62
II Year B-Wing,"Aug 25 2025, 07:00:00",50.01,1.05,10.50,186.93,1869.30,0.14,5858290.00,240.74,0.15,-0.99,0.04
II Year B-Wing,"Aug 25 2025, 06:00:00",50.04,1.02,10.20,186.90,1869.00,0.14,5858260.00,237.93,0.15,-0.99,0.04
II Year B-Wing,"Aug 25 2025, 05:00:00",50.04,0.98,9.80,186.86,1868.60,0.14,5858220.00,243.12,0.15,-0.99,0.04
II Year B-Wing,"Aug 25 2025, 04:00:00",49.98,0.95,9.50,186.83,1868.30,0.14,5858190.00,245.06,0.14,-0.99,0.04
II Year B-Wing,"Aug 25 2025, 03:00:00",49.96,0.91,9.10,186.79,1867.90,0.14,5858150.00,244.99,0.15,-0.99,0.04
II Year B-Wing,"Aug 25 2025, 02:00:00",49.95,0.87,8.70,186.75,1867.50,0.14,5858110.00,243.02,0.14,-0.99,0.03
II Year B-Wing,"Aug 25 2025, 01:00:00",50.07,0.84,8.40,186.72,1867.20,0.14,5858080.00,245.40,0.15,-0.99,0.04
II Year B-Wing,"Aug 25 2025, 00:00:00",50.01,0.80,8.00,186.68,1866.80,0.14,5858040.00,242.44,0.15,-0.99,0.03
II Year B-Wing,"Aug 24 2025, 23:00:00",50.03,10.28,102.80,186.65,1866.50,0.14,5858010.00,240.49,0.15,-0.99,0.04
II Year B-Wing,"Aug 24 2025, 22:00:00",50.04,10.24,102.40,186.61,1866.10,0.14,5857970.00,239.08,0.15,-0.99,0.04
II Year B-Wing,"Aug 24 2025, 21:00:00",50.03,10.21,102.10,186.58,1865.80,0.14,5857940.00,240.55,0.15,-0.99,0.03
II Year B-Wing,"Aug 24 2025, 20:00:00",50.02,10.17,101.70,186.54,1865.40,0.14,5857900.00,240.20,0.14,-0.99,0.03
II Year B-Wing,"Aug 24 2025, 19:00:00",50.07,10.14,101.40,186.51,1865.10,0.14,5857870.00,239.75,0.15,-0.99,0.04
II Year B-Wing,"Aug 24 2025, 18:00:00",49.94,10.10,101.00,186.47,1864.70,0.14,5857830.00,242.91,0.14,-0.99,0.04
II Year B-Wing,"Aug 24 2025, 17:00:00",50.04,10.07,100.70,186.44,1864.40,0.14,5857800.00,243.09,0.15,-0.99,0.04
II Year B-Wing,"Aug 24 2025, 16:00:00",50.03,10.03,100.30,186.40,1864.00,0.14,5857760.00,243.39,0.14,-0.99,0.03
II Year B-Wing,"Aug 24 2025, 15:00:00",50.01,10.00,100.00,186.37,1863.70,0.14,5857730.00,240.78,0.14,-0.99,0.03
II Year B-Wing,"Aug 24 2025, 14:00:00",50.17,9.96,99.60,186.33,1863.30,0.14,5857690.00,244.03,0.15,-0.99,0.04
II Year B-Wing,"Aug 24 2025, 13:00:00",50.21,9.93,99.30,186.30,1863.00,0.14,5857660.00,243.27,0.15,-1.00,0.03
II Year B-Wing,"Aug 24 2025, 12:00:00",50.13,9.89,98.90,186.26,1862.60,0.14,5857620.00,241.90,0.14,-0.99,0.03
II Year B-Wing,"Aug 24 2025, 11:00:00",50.05,9.86,98.60,186.23,1862.30,0.14,5857590.00,243.14,0.14,-0.99,0.03
II Year B-Wing,"Aug 24 2025, 10:00:00",49.95,9.82,98.20,186.19,1861.90,0.14,5857550.00,243.33,0.14,-0.99,0.03
II Year B-Wing,"Aug 24 2025, 09:00:00",50.04,9.79,97.90,186.16,1861.60,0.14,5857520.00,241.63,0.15,-0.99,0.04
II Year B-Wing,"Aug 24 2025, 08:00:00",49.98,9.75,97.50,186.12,1861.20,0.14,5857480.00,239.88,0.15,-0.99,0.04
II Year B-Wing,"Aug 24 2025, 07:00:00",49.97,9.72,97.20,186.09,1860.90,0.14,5857450.00,239.44,0.15,-1.00,0.04
II Year B-Wing,"Aug 24 2025, 06:00:00",50.06,9.68,96.80,186.05,1860.50,0.14,5857410.00,242.11,0.15,-0.99,0.04
