Device Name,Time,Frequency,Today kWh,Today Cost,Month kWh,Month Cost,tCO2,Energy kWh,Line Voltage,Line Voltage,Power Factor,Average Power
II Year B-Wing,"Jul 23 2025, 14:00:00",50.02,17.46,174.60,166.77,1667.70,0.13,5607370.00,238.74,5.89,-1.00,1.40
II Year B-Wing,"Jul 23 2025, 13:00:00",50.24,16.10,161.00,165.41,1654.10,0.12,5606010.00,239.10,5.90,-1.00,1.40
II Year B-Wing,"Jul 23 2025, 12:00:00",50.08,14.70,147.00,164.01,1640.10,0.12,5604610.00,240.71,5.12,-1.00,1.22
II Year B-Wing,"Jul 23 2025, 11:00:00",50.01,13.46,134.60,162.77,1627.70,0.12,5603370.00,242.50,5.27,-1.00,1.27
II Year B-Wing,"Jul 23 2025, 10:00:00",50.05,12.19,121.90,161.50,1615.00,0.12,5602100.00,238.34,5.30,-1.00,1.26
II Year B-Wing,"Jul 23 2025, 09:00:00",50.08,10.79,107.90,160.10,1601.00,0.12,5600700.00,236.89,6.10,-1.00,1.44
II Year B-Wing,"Jul 23 2025, 08:00:00",50.11,9.51,95.10,158.82,1588.20,0.12,5599420.00,238.77,4.54,-1.00,1.08
II Year B-Wing,"Jul 23 2025, 07:00:00",50.02,9.15,91.50,158.46,1584.60,0.12,5599060.00,241.99,0.15,-0.99,0.04
II Year B-Wing,"Jul 23 2025, 06:00:00",50.05,9.11,91.10,158.42,1584.20,0.12,5599020.00,240.78,0.14,-0.99,0.03
II Year B-Wing,"Jul 23 2025, 05:00:00",50.01,9.08,90.80,158.39,1583.90,0.12,5598990.00,243.02,0.14,-0.99,0.03
II Year B-Wing,"Jul 23 2025, 04:00:00",50.06,9.04,90.40,158.35,1583.50,0.12,5598950.00,244.08,0.14,-0.99,0.04
II Year B-Wing,"Jul 23 2025, 03:00:00",50.04,9.01,90.10,158.32,1583.20,0.12,5598920.00,244.50,0.14,-0.99,0.03
II Year B-Wing,"Jul 23 2025, 02:00:00",49.97,8.97,89.70,158.28,1582.80,0.12,5598880.00,244.12,0.14,-1.00,0.04
II Year B-Wing,"Jul 23 2025, 01:00:00",50.01,8.94,89.40,158.25,1582.50,0.12,5598850.00,243.16,0.15,-0.99,0.04
II Year B-Wing,"Jul 22 2025, 23:00:00",50.08,19.58,195.80,158.18,1581.80,0.12,5598780.00,242.24,0.15,-0.99,0.04
II Year B-Wing,"Jul 22 2025, 22:00:00",50.11,19.54,195.40,158.14,1581.40,0.12,5598740.00,243.19,0.15,-0.99,0.04
II Year B-Wing,"Jul 22 2025, 21:00:00",49.99,19.51,195.10,158.11,1581.10,0.12,5598710.00,237.97,0.15,-0.99,0.03
II Year B-Wing,"Jul 22 2025, 20:00:00",49.95,19.47,194.70,158.07,1580.70,0.12,5598670.00,242.63,0.14,-1.00,0.04
II Year B-Wing,"Jul 22 2025, 19:00:00",50.08,19.44,194.40,158.04,1580.40,0.12,5598640.00,241.72,0.15,-1.00,0.03
II Year B-Wing,"Jul 22 2025, 18:00:00",50.16,19.40,194.00,158.00,1580.00,0.12,5598600.00,245.29,0.14,-1.00,0.04
II Year B-Wing,"Jul 22 2025, 16:00:00",49.98,19.14,191.40,157.74,1577.40,0.12,5598340.00,242.95,1.15,-1.00,0.28
II Year B-Wing,"Jul 22 2025, 15:00:00",49.97,18.53,185.30,157.13,1571.30,0.12,5597730.00,243.54,3.14,-1.00,0.76
II Year B-Wing,"Jul 22 2025, 14:00:00",49.98,17.77,177.70,156.37,1563.70,0.12,5596970.00,243.42,3.14,-1.00,0.76
II Year B-Wing,"Jul 22 2025, 13:00:00",50.11,17.08,170.80,155.68,1556.80,0.12,5596280.00,240.09,5.54,-1.00,1.32
II Year B-Wing,"Jul 22 2025, 12:00:00",50.06,15.78,157.80,154.38,1543.80,0.12,5594980.00,239.76,4.76,-1.00,1.14
II Year B-Wing,"Jul 22 2025, 11:00:00",50.01,14.65,146.50,153.25,1532.50,0.11,5593850.00,239.13,4.71,-1.00,1.12
II Year B-Wing,"Jul 22 2025, 10:00:00",50.12,13.39,133.90,151.99,1519.90,0.11,5592590.00,241.81,5.44,-1.00,1.31
II Year B-Wing,"Jul 22 2025, 09:00:00",50.13,12.21,122.10,150.81,1508.10,0.11,5591410.00,241.45,5.52,-1.00,1.33
II Year B-Wing,"Jul 22 2025, 08:00:00",50.12,11.06,110.60,149.66,1496.60,0.11,5590260.00,239.08,2.57,-0.99,0.61
II Year B-Wing,"Jul 22 2025, 07:00:00",50.04,10.92,109.20,149.52,1495.20,0.11,5590120.00,240.71,0.15,-1.00,0.04
II Year B-Wing,"Jul 22 2025, 06:00:00",50.06,10.89,108.90,149.49,1494.90,0.11,5590090.00,239.84,0.15,-0.99,0.03
II Year B-Wing,"Jul 22 2025, 05:00:00",50.06,10.85,108.50,149.45,1494.50,0.11,5590050.00,241.30,0.15,-1.00,0.04
II Year B-Wing,"Jul 22 2025, 04:00:00",50.04,10.82,108.20,149.42,1494.20,0.11,5590020.00,241.87,0.15,-0.99,0.04
II Year B-Wing,"Jul 22 2025, 03:00:00",50.03,10.78,107.80,149.38,1493.80,0.11,5589980.00,245.76,0.15,-0.99,0.04
II Year B-Wing,"Jul 22 2025, 02:00:00",50.01,10.75,107.50,149.35,1493.50,0.11,5589950.00,244.26,0.15,-0.99,0.04
II Year B-Wing,"Jul 22 2025, 01:00:00",50.03,10.71,107.10,149.31,1493.10,0.11,5589910.00,244.67,0.14,-0.99,0.04
II Year B-Wing,"Jul 21 2025, 23:00:00",50.02,10.66,106.60,149.24,1492.40,0.11,5589840.00,241.70,0.15,-0.99,0.04
II Year B-Wing,"Jul 21 2025, 22:00:00",50.02,10.63,106.30,149.21,1492.10,0.11,5589810.00,241.07,0.14,-0.99,0.03
II Year B-Wing,"Jul 21 2025, 21:00:00",49.98,10.59,105.90,149.17,1491.70,0.11,5589770.00,241.87,0.14,-0.99,0.03
II Year B-Wing,"Jul 21 2025, 20:00:00",50.06,10.56,105.60,149.14,1491.40,0.11,5589740.00,242.94,0.15,-0.99,0.04
II Year B-Wing,"Jul 21 2025, 19:00:00",50.03,10.52,105.20,149.10,1491.00,0.11,5589700.00,240.26,0.15,-1.00,0.03
II Year B-Wing,"Jul 21 2025, 18:00:00",50.13,10.49,104.90,149.07,1490.70,0.11,5589670.00,243.24,0.14,-1.00,0.04
II Year B-Wing,"Jul 21 2025, 17:00:00",50.05,10.45,104.50,149.03,1490.30,0.11,5589630.00,240.22,0.91,-1.00,0.22
II Year B-Wing,"Jul 21 2025, 16:00:00",50.07,10.22,102.20,148.80,1488.00,0.11,5589400.00,239.32,1.82,-1.00,0.43
II Year B-Wing,"Jul 21 2025, 15:00:00",50.05,9.32,93.20,147.90,1479.00,0.11,5588500.00,243.77,5.23,-1.00,1.27
II Year B-Wing,"Jul 21 2025, 14:00:00",50.06,8.05,80.50,146.63,1466.30,0.11,5587230.00,245.06,5.10,-1.00,1.24
II Year B-Wing,"Jul 21 2025, 13:00:00",50.07,6.79,67.90,145.37,1453.70,0.11,5585970.00,244.67,5.22,-1.00,1.27
II Year B-Wing,"Jul 21 2025, 12:00:00",49.92,5.48,54.80,144.06,1440.60,0.11,5584660.00,240.91,5.84,-1.00,1.40
II Year B-Wing,"Jul 21 2025, 11:00:00",49.96,4.10,41.00,142.68,1426.80,0.11,5583280.00,242.79,5.83,-1.00,1.41
II Year B-Wing,"Jul 21 2025, 10:00:00",50.04,2.84,28.40,141.42,1414.20,0.11,5582020.00,242.03,5.11,-1.00,1.23
II Year B-Wing,"Jul 21 2025, 09:00:00",50.06,1.63,16.30,140.21,1402.10,0.11,5580810.00,239.16,4.87,-1.00,1.16
II Year B-Wing,"Jul 21 2025, 08:00:00",50.01,0.38,3.80,138.96,1389.60,0.10,5579560.00,236.32,4.52,-1.00,1.06
II Year B-Wing,"Jul 21 2025, 07:00:00",49.91,0.13,1.30,138.71,1387.10,0.10,5579310.00,242.28,0.07,1.00,0.02
II Year B-Wing,"Jul 21 2025, 05:00:00",50.07,0.09,0.90,138.67,1386.70,0.10,5579270.00,242.56,0.08,1.00,0.02
II Year B-Wing,"Jul 21 2025, 04:00:00",50.05,0.07,0.70,138.65,1386.50,0.10,5579250.00,244.43,0.08,1.00,0.02
II Year B-Wing,"Jul 21 2025, 03:00:00",50.05,0.06,0.60,138.64,1386.40,0.10,5579240.00,243.32,0.07,1.00,0.02
II Year B-Wing,"Jul 21 2025, 02:00:00",50.07,0.04,0.40,138.62,1386.20,0.10,5579220.00,242.84,0.08,1.00,0.02
II Year B-Wing,"Jul 21 2025, 01:00:00",50.03,0.02,0.20,138.60,1386.00,0.10,5579200.00,244.98,0.08,1.00,0.02
II Year B-Wing,"Jul 20 2025, 23:00:00",50.05,0.41,4.10,138.56,1385.60,0.10,5579160.00,241.80,0.07,1.00,0.02
II Year B-Wing,"Jul 20 2025, 22:00:00",50.02,0.39,3.90,138.54,1385.40,0.10,5579140.00,240.24,0.08,1.00,0.02
II Year B-Wing,"Jul 20 2025, 21:00:00",50.01,0.38,3.80,138.53,1385.30,0.10,5579130.00,240.31,0.07,1.00,0.02
II Year B-Wing,"Jul 20 2025, 20:00:00",49.95,0.36,3.60,138.51,1385.10,0.10,5579110.00,241.34,0.07,1.00,0.02
II Year B-Wing,"Jul 20 2025, 19:00:00",50.06,0.34,3.40,138.49,1384.90,0.10,5579090.00,240.36,0.08,1.00,0.02
II Year B-Wing,"Jul 20 2025, 18:00:00",50.09,0.32,3.20,138.47,1384.70,0.10,5579070.00,243.09,0.07,1.00,0.02
II Year B-Wing,"Jul 20 2025, 17:00:00",49.89,0.30,3.00,138.45,1384.50,0.10,5579050.00,244.05,0.07,1.00,0.02
II Year B-Wing,"Jul 20 2025, 15:00:00",50.01,0.27,2.70,138.42,1384.20,0.10,5579020.00,241.81,0.08,1.00,0.02
II Year B-Wing,"Jul 20 2025, 14:00:00",50.11,0.25,2.50,138.40,1384.00,0.10,5579000.00,246.67,0.07,1.00,0.02
II Year B-Wing,"Jul 20 2025, 13:00:00",50.11,0.23,2.30,138.38,1383.80,0.10,5578980.00,241.66,0.07,1.00,0.02
II Year B-Wing,"Jul 20 2025, 12:00:00",50.09,0.21,2.10,138.36,1383.60,0.10,5578960.00,241.21,0.08,1.00,0.02
II Year B-Wing,"Jul 20 2025, 11:00:00",50.04,0.19,1.90,138.34,1383.40,0.10,5578940.00,241.34,0.08,1.00,0.02
II Year B-Wing,"Jul 20 2025, 10:00:00",49.96,0.18,1.80,138.33,1383.30,0.10,5578930.00,242.47,0.07,1.00,0.02
II Year B-Wing,"Jul 20 2025, 09:00:00",49.98,0.16,1.60,138.31,1383.10,0.10,5578910.00,240.31,0.07,1.00,0.02
II Year B-Wing,"Jul 20 2025, 08:00:00",50.03,0.14,1.40,138.29,1382.90,0.10,5578890.00,243.79,0.09,1.00,0.02
II Year B-Wing,"Jul 20 2025, 07:00:00",50.00,0.13,1.30,138.28,1382.80,0.10,5578880.00,240.39,0.08,1.00,0.02
II Year B-Wing,"Jul 20 2025, 06:00:00",50.07,0.11,1.10,138.26,1382.60,0.10,5578860.00,240.71,0.08,1.00,0.02
II Year B-Wing,"Jul 20 2025, 04:00:00",50.05,0.07,0.70,138.22,1382.20,0.10,5578820.00,243.42,0.08,1.00,0.02
II Year B-Wing,"Jul 20 2025, 03:00:00",50.01,0.05,0.50,138.20,1382.00,0.10,5578800.00,243.18,0.08,1.00,0.02
II Year B-Wing,"Jul 20 2025, 02:00:00",50.00,0.03,0.30,138.18,1381.80,0.10,5578780.00,243.88,0.07,1.00,0.02
II Year B-Wing,"Jul 20 2025, 01:00:00",49.99,0.01,0.10,138.16,1381.60,0.10,5578760.00,241.34,0.08,1.00,0.02
II Year B-Wing,"Jul 19 2025, 23:00:00",49.84,0.40,4.00,138.13,1381.30,0.10,5578730.00,242.31,0.07,1.00,0.02
II Year B-Wing,"Jul 19 2025, 22:00:00",50.01,0.38,3.80,138.11,1381.10,0.10,5578710.00,239.04,0.08,1.00,0.02
II Year B-Wing,"Jul 19 2025, 21:00:00",50.05,0.36,3.60,138.09,1380.90,0.10,5578690.00,241.17,0.08,1.00,0.02
II Year B-Wing,"Jul 19 2025, 20:00:00",50.05,0.34,3.40,138.07,1380.70,0.10,5578670.00,243.03,0.08,1.00,0.02
II Year B-Wing,"Jul 19 2025, 19:00:00",50.10,0.32,3.20,138.05,1380.50,0.10,5578650.00,241.61,0.08,1.00,0.02
II Year B-Wing,"Jul 19 2025, 18:00:00",50.10,0.31,3.10,138.04,1380.40,0.10,5578640.00,243.59,0.07,1.00,0.02
II Year B-Wing,"Jul 19 2025, 17:00:00",50.05,0.29,2.90,138.02,1380.20,0.10,5578620.00,242.55,0.09,1.00,0.02
II Year B-Wing,"Jul 19 2025, 16:00:00",49.99,0.28,2.80,138.01,1380.10,0.10,5578610.00,240.88,0.08,1.00,0.02
II Year B-Wing,"Jul 19 2025, 15:00:00",50.01,0.26,2.60,137.99,1379.90,0.10,5578590.00,243.77,0.08,1.00,0.02
II Year B-Wing,"Jul 19 2025, 14:00:00",50.00,0.24,2.40,137.97,1379.70,0.10,5578570.00,245.90,0.07,1.00,0.02
II Year B-Wing,"Jul 19 2025, 13:00:00",50.05,0.22,2.20,137.95,1379.50,0.10,5578550.00,246.36,0.07,1.00,0.02
II Year B-Wing,"Jul 19 2025, 12:00:00",50.10,0.20,2.00,137.93,1379.30,0.10,5578530.00,244.18,0.07,1.00,0.02
II Year B-Wing,"Jul 19 2025, 11:00:00",50.08,0.19,1.90,137.92,1379.20,0.10,5578520.00,242.02,0.07,1.00,0.02
II Year B-Wing,"Jul 19 2025, 10:00:00",49.89,0.17,1.70,137.90,1379.00,0.10,5578500.00,244.98,0.09,1.00,0.02
II Year B-Wing,"Jul 19 2025, 09:00:00",50.05,0.15,1.50,137.88,1378.80,0.10,5578480.00,242.45,0.08,1.00,0.02
II Year B-Wing,"Jul 19 2025, 08:00:00",49.98,0.14,1.40,137.87,1378.70,0.10,5578470.00,237.61,0.09,1.00,0.02
II Year B-Wing,"Jul 19 2025, 07:00:00",50.04,0.13,1.30,137.86,1378.60,0.10,5578460.00,238.84,0.08,1.00,0.02
II Year B-Wing,"Jul 19 2025, 06:00:00",50.05,0.11,1.10,137.84,1378.40,0.10,5578440.00,239.82,0.08,1.00,0.02
II Year B-Wing,"Jul 19 2025, 05:00:00",50.05,0.09,0.90,137.82,1378.20,0.10,5578420.00,243.38,0.08,1.00,0.02
II Year B-Wing,"Jul 19 2025, 04:00:00",50.00,0.07,0.70,137.80,1378.00,0.10,5578400.00,244.28,0.08,1.00,0.02
II Year B-Wing,"Jul 19 2025, 03:00:00",49.98,0.05,0.50,137.78,1377.80,0.10,5578380.00,243.83,0.08,1.00,0.02
II Year B-Wing,"Jul 19 2025, 02:00:00",50.00,0.03,0.30,137.76,1377.60,0.10,5578360.00,244.75,0.08,1.00,0.02
II Year B-Wing,"Jul 19 2025, 01:00:00",49.99,0.01,0.10,137.74,1377.40,0.10,5578340.00,244.18,0.07,1.00,0.02
II Year B-Wing,"Jul 18 2025, 23:00:00",50.03,18.37,183.70,137.71,1377.10,0.10,5578310.00,242.85,0.08,1.00,0.02
II Year B-Wing,"Jul 18 2025, 22:00:00",50.06,18.35,183.50,137.69,1376.90,0.10,5578290.00,238.91,0.08,1.00,0.02
II Year B-Wing,"Jul 18 2025, 21:00:00",50.01,18.33,183.30,137.67,1376.70,0.10,5578270.00,238.70,0.08,1.00,0.02
II Year B-Wing,"Jul 18 2025, 20:00:00",49.98,18.31,183.10,137.65,1376.50,0.10,5578250.00,241.21,0.07,1.00,0.02
II Year B-Wing,"Jul 18 2025, 18:00:00",50.08,18.26,182.60,137.60,1376.00,0.10,5578200.00,246.51,0.08,1.00,0.02
II Year B-Wing,"Jul 18 2025, 17:00:00",50.06,18.24,182.40,137.58,1375.80,0.10,5578180.00,244.71,0.08,1.00,0.02
II Year B-Wing,"Jul 18 2025, 15:00:00",50.00,17.70,177.00,137.04,1370.40,0.10,5577640.00,240.96,4.02,-0.99,0.96
II Year B-Wing,"Jul 18 2025, 14:00:00",50.01,16.77,167.70,136.11,1361.10,0.10,5576710.00,242.06,3.86,-0.99,0.92
II Year B-Wing,"Jul 18 2025, 13:00:00",50.06,15.83,158.30,135.17,1351.70,0.10,5575770.00,241.21,4.25,-0.99,1.02
II Year B-Wing,"Jul 18 2025, 12:00:00",50.02,14.80,148.00,134.14,1341.40,0.10,5574740.00,243.04,4.23,-0.99,1.02
II Year B-Wing,"Jul 18 2025, 11:00:00",50.08,13.94,139.40,133.28,1332.80,0.10,5573880.00,235.40,3.58,-0.99,0.83
II Year B-Wing,"Jul 18 2025, 10:00:00",49.99,13.03,130.30,132.37,1323.70,0.10,5572970.00,235.67,3.88,-1.00,0.91
II Year B-Wing,"Jul 18 2025, 09:00:00",50.07,11.82,118.20,131.16,1311.60,0.10,5571760.00,241.26,5.24,-1.00,1.25
II Year B-Wing,"Jul 18 2025, 08:00:00",50.05,10.76,107.60,130.10,1301.00,0.10,5570700.00,241.31,2.37,-0.99,0.57
II Year B-Wing,"Jul 18 2025, 07:00:00",50.00,10.59,105.90,129.93,1299.30,0.10,5570530.00,241.36,0.15,-0.99,0.04
II Year B-Wing,"Jul 18 2025, 06:00:00",49.98,10.56,105.60,129.90,1299.00,0.10,5570500.00,238.89,0.15,-0.99,0.04
II Year B-Wing,"Jul 18 2025, 05:00:00",50.06,10.53,105.30,129.87,1298.70,0.10,5570470.00,258.90,0.13,-0.99,0.03
II Year B-Wing,"Jul 18 2025, 04:00:00",49.98,10.50,105.00,129.84,1298.40,0.10,5570440.00,258.39,0.13,-0.99,0.03
II Year B-Wing,"Jul 18 2025, 03:00:00",49.99,10.46,104.60,129.80,1298.00,0.10,5570400.00,258.20,0.13,-0.99,0.03
II Year B-Wing,"Jul 18 2025, 01:00:00",49.99,10.41,104.10,129.75,1297.50,0.10,5570350.00,243.64,0.15,-0.99,0.04
II Year B-Wing,"Jul 17 2025, 23:00:00",50.06,10.38,103.80,129.68,1296.80,0.10,5570280.00,242.52,0.15,-0.99,0.04
II Year B-Wing,"Jul 17 2025, 22:00:00",50.03,10.35,103.50,129.65,1296.50,0.10,5570250.00,240.79,0.15,-0.99,0.04
II Year B-Wing,"Jul 17 2025, 21:00:00",50.01,10.31,103.10,129.61,1296.10,0.10,5570210.00,239.61,0.15,-0.99,0.04
II Year B-Wing,"Jul 17 2025, 20:00:00",50.04,10.28,102.80,129.58,1295.80,0.10,5570180.00,241.87,0.15,-0.99,0.04
II Year B-Wing,"Jul 17 2025, 19:00:00",50.10,10.24,102.40,129.54,1295.40,0.10,5570140.00,244.67,0.15,-1.00,0.04
II Year B-Wing,"Jul 17 2025, 16:00:00",50.12,9.82,98.20,129.12,1291.20,0.10,5569720.00,240.98,0.93,-1.00,0.22
II Year B-Wing,"Jul 17 2025, 15:00:00",50.05,9.14,91.40,128.44,1284.40,0.10,5569040.00,240.64,3.64,-1.00,0.87
II Year B-Wing,"Jul 17 2025, 14:00:00",49.92,8.09,80.90,127.39,1273.90,0.10,5567990.00,242.35,4.24,-1.00,1.02
II Year B-Wing,"Jul 17 2025, 13:00:00",49.99,6.85,68.50,126.15,1261.50,0.09,5566750.00,242.62,6.00,-1.00,1.44
II Year B-Wing,"Jul 17 2025, 12:00:00",50.08,5.47,54.70,124.77,1247.70,0.09,5565370.00,241.24,4.81,-0.99,1.15
II Year B-Wing,"Jul 17 2025, 11:00:00",50.02,4.31,43.10,123.61,1236.10,0.09,5564210.00,241.07,5.07,-0.99,1.21
II Year B-Wing,"Jul 17 2025, 09:00:00",50.03,1.82,18.20,121.12,1211.20,0.09,5561720.00,238.71,6.04,-1.00,1.43
II Year B-Wing,"Jul 17 2025, 08:00:00",50.13,0.52,5.20,119.82,1198.20,0.09,5560420.00,240.50,4.51,-1.00,1.08
II Year B-Wing,"Jul 17 2025, 07:00:00",49.94,0.25,2.50,119.55,1195.50,0.09,5560150.00,241.40,0.15,-0.99,0.04
II Year B-Wing,"Jul 17 2025, 06:00:00",49.97,0.21,2.10,119.51,1195.10,0.09,5560110.00,239.37,0.15,-0.99,0.04
II Year B-Wing,"Jul 17 2025, 05:00:00",50.09,0.18,1.80,119.48,1194.80,0.09,5560080.00,240.79,0.15,-0.99,0.04
II Year B-Wing,"Jul 17 2025, 04:00:00",50.06,0.14,1.40,119.44,1194.40,0.09,5560040.00,243.32,0.14,-0.99,0.03
II Year B-Wing,"Jul 17 2025, 02:00:00",49.80,0.07,0.70,119.37,1193.70,0.09,5559970.00,244.41,0.15,-0.99,0.04
II Year B-Wing,"Jul 17 2025, 01:00:00",50.03,0.04,0.40,119.34,1193.40,0.09,5559940.00,242.07,0.15,-0.99,0.04
II Year B-Wing,"Jul 16 2025, 23:00:00",50.03,7.02,70.20,119.27,1192.70,0.09,5559870.00,238.66,0.15,-0.99,0.04
II Year B-Wing,"Jul 16 2025, 22:00:00",50.12,6.98,69.80,119.23,1192.30,0.09,5559830.00,242.89,0.14,-1.00,0.03
II Year B-Wing,"Jul 16 2025, 21:00:00",49.99,6.95,69.50,119.20,1192.00,0.09,5559800.00,238.02,0.15,-0.99,0.04
II Year B-Wing,"Jul 16 2025, 20:00:00",50.08,6.91,69.10,119.16,1191.60,0.09,5559760.00,241.45,0.15,-1.00,0.04
II Year B-Wing,"Jul 16 2025, 19:00:00",50.13,6.88,68.80,119.13,1191.30,0.09,5559730.00,239.56,0.15,-0.99,0.04
II Year B-Wing,"Jul 16 2025, 18:00:00",50.17,6.84,68.40,119.09,1190.90,0.09,5559690.00,242.53,0.15,-0.99,0.04
II Year B-Wing,"Jul 16 2025, 16:00:00",49.96,6.64,66.40,118.89,1188.90,0.09,5559490.00,241.61,0.75,-1.00,0.18
II Year B-Wing,"Jul 16 2025, 15:00:00",50.02,6.16,61.60,118.41,1184.10,0.09,5559010.00,243.38,3.23,-1.00,0.78
II Year B-Wing,"Jul 16 2025, 14:00:00",50.10,5.26,52.60,117.51,1175.10,0.09,5558110.00,240.83,4.01,-1.00,0.95
II Year B-Wing,"Jul 16 2025, 13:00:00",50.11,4.36,43.60,116.61,1166.10,0.09,5557210.00,239.37,5.79,-1.00,1.38
II Year B-Wing,"Jul 16 2025, 12:00:00",50.09,3.44,34.40,115.69,1156.90,0.09,5556290.00,241.83,2.64,-1.00,0.63
II Year B-Wing,"Jul 16 2025, 11:00:00",50.03,2.80,28.00,115.05,1150.50,0.09,5555650.00,241.97,3.40,-1.00,0.82
II Year B-Wing,"Jul 16 2025, 10:00:00",50.07,1.97,19.70,114.22,1142.20,0.09,5554820.00,245.14,3.42,-1.00,0.83
II Year B-Wing,"Jul 16 2025, 09:00:00",50.07,0.95,9.50,113.20,1132.00,0.08,5553800.00,237.86,4.12,-1.00,0.97
II Year B-Wing,"Jul 16 2025, 08:00:00",50.07,0.32,3.20,112.57,1125.70,0.08,5553170.00,242.76,2.17,-1.00,0.52
II Year B-Wing,"Jul 16 2025, 06:00:00",50.06,0.22,2.20,112.47,1124.70,0.08,5553070.00,243.04,0.14,-0.99,0.03
II Year B-Wing,"Jul 16 2025, 05:00:00",50.01,0.18,1.80,112.43,1124.30,0.08,5553030.00,240.32,0.15,-0.99,0.04
II Year B-Wing,"Jul 16 2025, 04:00:00",50.03,0.14,1.40,112.39,1123.90,0.08,5552990.00,243.40,0.15,-0.99,0.04
II Year B-Wing,"Jul 16 2025, 03:00:00",50.03,0.11,1.10,112.36,1123.60,0.08,5552960.00,244.40,0.15,-0.99,0.04
II Year B-Wing,"Jul 16 2025, 01:00:00",50.06,0.04,0.40,112.29,1122.90,0.08,5552890.00,244.09,0.15,-0.99,0.04
II Year B-Wing,"Jul 15 2025, 23:00:00",49.99,4.78,47.80,112.22,1122.20,0.08,5552820.00,243.26,0.15,-0.99,0.04
II Year B-Wing,"Jul 15 2025, 22:00:00",49.97,4.74,47.40,112.18,1121.80,0.08,5552780.00,238.19,0.15,-0.99,0.04
II Year B-Wing,"Jul 15 2025, 21:00:00",50.08,4.71,47.10,112.15,1121.50,0.08,5552750.00,238.78,0.15,-0.99,0.04
II Year B-Wing,"Jul 15 2025, 20:00:00",50.05,4.67,46.70,112.11,1121.10,0.08,5552710.00,240.36,0.15,-0.99,0.04
II Year B-Wing,"Jul 15 2025, 19:00:00",50.04,4.59,45.90,112.03,1120.30,0.08,5552630.00,239.99,0.70,0.61,0.10
II Year B-Wing,"Jul 15 2025, 18:00:00",50.03,4.54,45.40,111.98,1119.80,0.08,5552580.00,244.77,0.14,-1.00,0.04
II Year B-Wing,"Jul 15 2025, 17:00:00",49.95,4.51,45.10,111.95,1119.50,0.08,5552550.00,243.44,0.14,-0.99,0.03
II Year B-Wing,"Jul 15 2025, 15:00:00",50.07,4.11,41.10,111.55,1115.50,0.08,5552150.00,242.40,3.43,-1.00,0.83
II Year B-Wing,"Jul 15 2025, 14:00:00",49.97,3.75,37.50,111.19,1111.90,0.08,5551790.00,241.16,1.17,-1.00,0.28
II Year B-Wing,"Jul 15 2025, 13:00:00",50.16,3.30,33.00,110.74,1107.40,0.08,5551340.00,243.63,3.52,-1.00,0.85
II Year B-Wing,"Jul 15 2025, 12:00:00",50.01,2.59,25.90,110.03,1100.30,0.08,5550630.00,243.91,1.79,-1.00,0.43
II Year B-Wing,"Jul 15 2025, 11:00:00",50.02,2.16,21.60,109.60,1096.00,0.08,5550200.00,242.73,1.91,-1.00,0.46
II Year B-Wing,"Jul 15 2025, 10:00:00",49.96,1.69,16.90,109.13,1091.30,0.08,5549730.00,243.55,2.66,-1.00,0.64
II Year B-Wing,"Jul 15 2025, 09:00:00",50.02,1.11,11.10,108.55,1085.50,0.08,5549150.00,244.86,2.37,-1.00,0.58
II Year B-Wing,"Jul 15 2025, 07:00:00",49.96,0.49,4.90,107.93,1079.30,0.08,5548530.00,239.25,0.15,-0.99,0.03
II Year B-Wing,"Jul 15 2025, 06:00:00",50.05,0.44,4.40,107.88,1078.80,0.08,5548480.00,239.32,0.30,-1.00,0.07
II Year B-Wing,"Jul 15 2025, 05:00:00",50.04,0.37,3.70,107.81,1078.10,0.08,5548410.00,239.64,0.31,-1.00,0.07
II Year B-Wing,"Jul 15 2025, 04:00:00",50.06,0.30,3.00,107.74,1077.40,0.08,5548340.00,241.16,0.31,-1.00,0.07
II Year B-Wing,"Jul 15 2025, 03:00:00",50.05,0.22,2.20,107.66,1076.60,0.08,5548260.00,243.25,0.30,-1.00,0.07
II Year B-Wing,"Jul 15 2025, 02:00:00",49.99,0.15,1.50,107.59,1075.90,0.08,5548190.00,244.32,0.30,-1.00,0.07
II Year B-Wing,"Jul 15 2025, 01:00:00",49.92,0.08,0.80,107.52,1075.20,0.08,5548120.00,243.44,0.30,-0.99,0.07
II Year B-Wing,"Jul 14 2025, 23:00:00",50.02,5.70,57.00,107.37,1073.70,0.08,5547970.00,240.68,0.32,-1.00,0.08
II Year B-Wing,"Jul 14 2025, 22:00:00",50.06,5.63,56.30,107.30,1073.00,0.08,5547900.00,240.26,0.31,-1.00,0.07
II Year B-Wing,"Jul 14 2025, 21:00:00",50.04,5.55,55.50,107.22,1072.20,0.08,5547820.00,237.01,0.31,-1.00,0.07
II Year B-Wing,"Jul 14 2025, 20:00:00",50.07,5.48,54.80,107.15,1071.50,0.08,5547750.00,240.88,0.30,-1.00,0.07
II Year B-Wing,"Jul 14 2025, 19:00:00",50.08,5.41,54.10,107.08,1070.80,0.08,5547680.00,241.96,0.30,-1.00,0.07
II Year B-Wing,"Jul 14 2025, 18:00:00",50.08,5.35,53.50,107.02,1070.20,0.08,5547620.00,245.20,0.14,-0.99,0.03
